"","RMSE_f_1","RMSE_f_2","RMSE_f_3","RMSE_f_4","RMSE_f_5","RMSE_f_6","RMSE_f_7","RMSE_f_8","RMSE_f_9","RMSE_f_10","RMSE_f_11","RMSE_f_12","RMSE_f_13","RMSE_f_14","RMSE_f_15","RMSE_f_16","RMSE_f_17","RMSE_f_18","RMSE_f_19","RMSE_f_20","RMSE_f_21","RMSE_f_22","RMSE_f_23","RMSE_f_24"
"Simul_11",4.42854835336348e-05,0.000557986660579348,0.00263188662117955,0.00706070203999456,0.0129938926498757,0.0193728814394092,0.0243342449771353,0.0283132790937089,0.0312080988227555,0.0331514775406741,0.0348812196510829,0.0366185776925519,0.0381397267911344,0.0393680842703936,0.0406234792489458,0.0418385092177441,0.0433081330521477,0.0451505680950346,0.0469444275110097,0.0487147537795379,0.0503484562766732,0.0517846899079737,0.05300722002202,0.0539222512748409
"Simul_12",0.000477365883894798,0.00253768125472971,0.00694802116537404,0.0130492495010866,0.019434506407151,0.0241253387494698,0.0277862518145229,0.0302729711133776,0.0317656244121224,0.0330647336585134,0.0343847248626991,0.035483731593973,0.0362705716441171,0.0370820730120663,0.0378441434327414,0.0388581370713797,0.0402701762647298,0.0416402914680767,0.0429922727101353,0.0442089678947119,0.0452182884594356,0.0460102126722884,0.0465014931086328,0.0468051629807864
"Simul_13",0.00301331176304576,0.00821375885941033,0.0149985401933277,0.0219180374802934,0.0269066943328022,0.0307633823792098,0.0333974046986629,0.035013716373007,0.036474049517227,0.0380063400871224,0.0393461533876272,0.0403842690651373,0.0414667224739994,0.0425174178488523,0.0438599965226656,0.0456353495392155,0.0473737328428022,0.0490957089204881,0.0506765831012287,0.052051942937193,0.0532016429251163,0.0540316380109207,0.0546709091134316,0.0550647812282797
"Simul_14",0.00565823548453981,0.0118340174617025,0.018001187812045,0.0219397649632544,0.0247582780651046,0.0263977719641046,0.0270840063120637,0.0276855896016706,0.0284269223216309,0.029022438880378,0.0293616093996172,0.0297494091882791,0.0301195699692721,0.030795182489658,0.0319124567187082,0.0330063351710417,0.0340893151141945,0.0350279998688847,0.0357699733470079,0.0362957745730996,0.0365208965065888,0.036578910934002,0.0364256908142055,NA
"Simul_15",0.00640848741187572,0.0113840622411115,0.0139222797187371,0.0156636880224453,0.016421276735313,0.0163811272780355,0.0164291555317348,0.0167510911838512,0.0170077786204762,0.0170693985473325,0.0172276990071656,0.0174039477644237,0.0179452771969801,0.019044038633647,0.0201270598951131,0.0212100463791836,0.0221368191603173,0.0228527248313109,0.0233340399484885,0.0235008849071815,0.023504141379573,0.0233124328886309,NA,NA
"Simul_16",0.00346906907432754,0.00322614418713127,0.00299665607640442,0.00259958822669462,0.00323633084782523,0.00385837497669398,0.00410763359253352,0.00456011671106642,0.00537209878512759,0.00590643207671681,0.00639486145988649,0.00642781536103163,0.00618392558646725,0.0059599101023342,0.0057594140267871,0.00557660145466958,0.00544434288763887,0.00545863901584378,0.00588603817382426,0.00668362892685453,0.00802698868761983,NA,NA,NA
"Simul_17",0.00230750248099376,0.00323642022817082,0.00498649812239436,0.00725983866304415,0.0085062725640881,0.0090133919984926,0.00944251458383204,0.0100871118217186,0.0104744469417971,0.0107681583464347,0.0106693285387589,0.0102889029157052,0.0099264683638384,0.00958296101587576,0.00928537145263976,0.00905434657515804,0.00894010586314611,0.0091185732419201,0.00953017504469703,0.0103542388579191,NA,NA,NA,NA
"Simul_18",0.000404566917034721,0.00112329850720461,0.0030508460973625,0.00366164795323129,0.00362354660881632,0.00363780196269486,0.0039490033341768,0.00402331292443341,0.00404132029856431,0.00383472233368669,0.00403450655034357,0.00437261582320587,0.00483273159895722,0.00518007866458271,0.00533896647622498,0.00531644942142494,0.00515892505935772,0.00505140054569878,0.00522236512091256,NA,NA,NA,NA,NA
"Simul_19",0.00264763375118715,0.00514088309290817,0.00604418011056153,0.00622632970235851,0.00656447623469608,0.00737985949238369,0.00789540744222248,0.00835486118596669,0.00831777030509126,0.0079466630825773,0.00761142173551009,0.00730658059843343,0.00706666566942104,0.00695419950192047,0.00707224799288516,0.00770097547922721,0.00868241209527555,0.0102101750213131,NA,NA,NA,NA,NA,NA
"Simul_20",0.00226677733847591,0.00201358396047713,0.00164413985883735,0.001440412135464,0.00168049300805468,0.00167848249676865,0.00168072709145974,0.00169527964508421,0.00291070150684171,0.00379192447619437,0.00456379170844802,0.0050406283393894,0.00519901575568948,0.0051234470293896,0.00495649040018159,0.00494083280400331,0.00541272743874434,NA,NA,NA,NA,NA,NA,NA
"Simul_21",0.00255617105389749,0.00449044380802595,0.00535356091220317,0.00546716234303453,0.00582553975759365,0.00618149787256655,0.0072665452043581,0.00928485050340718,0.0109033194286829,0.0123099504302647,0.0133463460997558,0.0140350506856105,0.0143806360552526,0.014331689442061,0.0141297649853509,0.0137653247523313,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_22",0.001288268834303,0.000964538970788858,0.00134352836709468,0.00140735257196205,0.00152036087471042,0.00157479844273011,0.00326836721222832,0.00442398024780878,0.00539554351663785,0.00598664303642216,0.00618684628767269,0.00610386842343699,0.00586446608206473,0.00572980033541505,0.00603597314200894,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_23",0.00149247840754008,0.00321078247168537,0.00361685676190631,0.00393848482753127,0.00358871368174374,0.00361414194213028,0.00377360208191304,0.00403220279647551,0.00411998247621404,0.00402188150571876,0.00383511023671793,0.00393309106274089,0.00444215103014877,0.00568622027367078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_24",0.00156941907939423,0.00117290118929769,0.000959995475166941,0.0021204756303866,0.00476993249379958,0.0063463933856478,0.0076125694490547,0.00840189140776481,0.00877829270567201,0.00881165450386555,0.00851404632588952,0.00816418662024391,0.00790446802030376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_25",0.0023637130297125,0.00298900059727356,0.00515005200454556,0.00824166377838137,0.0100751466397602,0.0114576066782636,0.0122874474046247,0.0126280944121208,0.0125902616051983,0.0121765763269028,0.0116766908058962,0.0111860862857376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_26",0.000544662399405205,0.00211402385939621,0.00520518309468742,0.00667962119036968,0.00783191962226276,0.00848239404102416,0.00872555955574953,0.0086318840879386,0.00822377325710413,0.00780501723185445,0.00754998317526713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_27",0.00365801813010069,0.00705377242544982,0.00841648020519493,0.0094921364546369,0.0100519150196046,0.0101909435422651,0.0100045240799963,0.00948708639703438,0.00895686719748518,0.00856450247381219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_28",0.00278672239529243,0.0025080627955062,0.00244916881881932,0.00223375072946794,0.00201062351895608,0.0022606881636768,0.00368741194815875,0.00528195535246371,0.00746766121717676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_29",0.00293320509522577,0.00373021991238359,0.00493105013382129,0.00646732476789059,0.00830799788574984,0.0108751145043444,0.0134014110770487,0.0163006590010303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_30",0.000940064963583787,0.000721852143929399,0.000822682772435518,0.00182526986689034,0.003929702454323,0.00577355443213587,0.00811286404167924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_31",0.00125063657194335,0.00234073066598454,0.00383490203861779,0.00623213782399325,0.0082546615561234,0.0107535778018666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_32",0.000873274330697171,0.00221091370126624,0.00471213809838094,0.00668525391826065,0.00923812495925982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_33",0.00158343739040312,0.00420114643558991,0.00586106637373391,0.00839604346360751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_34",0.00290525820068677,0.00399533302382033,0.00637323779749762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_35",0.00011270773658012,0.00219758965834425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_36",0.00330419810055016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
