"","RMSE_f_1","RMSE_f_2","RMSE_f_3","RMSE_f_4","RMSE_f_5","RMSE_f_6","RMSE_f_7","RMSE_f_8","RMSE_f_9","RMSE_f_10","RMSE_f_11","RMSE_f_12","RMSE_f_13","RMSE_f_14","RMSE_f_15","RMSE_f_16","RMSE_f_17","RMSE_f_18","RMSE_f_19","RMSE_f_20","RMSE_f_21","RMSE_f_22","RMSE_f_23","RMSE_f_24"
"Simul_11",0.0617536846360746,0.0584979620708368,0.055119491904069,0.0508847114484035,0.0477341267677261,0.0416762316075981,0.0435920018158401,0.0359139059272553,0.0394895254368791,0.0411354228705814,0.0382266474692152,0.0301762913383863,0.0328676237319925,0.0354798348392341,0.0379588289039145,0.0403456673727256,0.0427181195304261,0.0452253934955349,0.0475206294355764,0.0491542976587743,0.0497905607639298,0.0494359092496036,0.048052702682397,0.0456828853316797
"Simul_12",0.0552772995157543,0.0518921907451919,0.0473576973445093,0.0422921937776551,0.0399107921620805,0.0347996224402083,0.0383996197390008,0.0315342811281699,0.0350740326057834,0.0375927055582501,0.0365952844135909,0.0298313984896436,0.0322231187354294,0.0347812828687569,0.0372676685720801,0.0399271796630459,0.042734723777286,0.0455705170542918,0.0482774732821167,0.0505886558425377,0.0521646696944291,0.0526452622100683,0.0518605168504371,0.0503521761753851
"Simul_13",0.0485477924280821,0.0434737686254007,0.038058282857409,0.0339720446425636,0.033168360616211,0.02994969241123,0.0342233968015571,0.0291991614679907,0.0325220725228402,0.0354630969931537,0.0362834082544924,0.0313431984653465,0.0334628187584063,0.0358028791512447,0.0384634294188,0.0414830643625301,0.0444237238511795,0.047366182402859,0.0501750900623131,0.0526846463559704,0.0547550150180577,0.0559551559242146,0.05602734834141,0.0550647812282797
"Simul_14",0.0383015310287564,0.0328087067420419,0.029405119181273,0.027994092956302,0.02901277199288,0.0279392653096292,0.0317297505659181,0.0294224655840475,0.0324975856736934,0.0353476459863285,0.0369092544674145,0.0345260902423897,0.0363087217401553,0.0386821806475735,0.0415412931085456,0.0445781201888037,0.0475304880039312,0.0503907620198321,0.0531103288167602,0.0555732425678512,0.0576466835059364,0.0593366404221055,0.0600576190423455,NA
"Simul_15",0.0273421638351422,0.0257516124301138,0.0259953696803312,0.0271487987348015,0.0289888671481495,0.0294035464054006,0.0323890797901222,0.0324926572612642,0.0350850176348753,0.0373798478334372,0.0391834343170208,0.0389149272833644,0.0407050059221203,0.0432191044610605,0.0459974032269374,0.0489096726281667,0.051718197140205,0.054429466323379,0.0569577633097787,0.0591835181855488,0.0612578890254796,0.0629137587480105,NA,NA
"Simul_16",0.0252279503650956,0.0268986355361263,0.0288219521527521,0.0304675764424892,0.0320806989540206,0.0332422288199592,0.0358348798909695,0.0370422827262116,0.0389777477030907,0.0410415942261882,0.0428724138543206,0.0441209663797412,0.0459918478936012,0.0484294709723947,0.0510846664965868,0.0538071304156463,0.0564174408246645,0.0589265572525972,0.0611978663544106,0.0633334726070834,0.0651769448859913,NA,NA,NA
"Simul_17",0.0291079571281827,0.0313552947095929,0.0330054420836046,0.0343286524004323,0.0359487627339957,0.0376632085115868,0.0400210830593394,0.0413716021134085,0.0430886162180576,0.0450730670891116,0.047341773191402,0.0496657010767401,0.0513223577739551,0.0535832285708703,0.0560745150291441,0.0586038594879226,0.0610137525548559,0.0632428886709224,0.065428461996275,0.0673356587308924,NA,NA,NA,NA
"Simul_18",0.0338576395625747,0.0353391341178434,0.0365028269293453,0.0379884833960185,0.0400375708446294,0.0419559215369233,0.0438902021573984,0.0454907244206803,0.0470917082936319,0.0494763231214764,0.0524126212800408,0.0551798927221444,0.0566736190865719,0.0586040670448154,0.0608304599035555,0.0631455011187236,0.0652761900901532,0.0674084762672674,0.0693287006831897,NA,NA,NA,NA,NA
"Simul_19",0.0369682433014788,0.0380539044401514,0.0396490481085747,0.0418347561158813,0.0440320493972583,0.0457330620786698,0.0476358087863419,0.0494367283289338,0.0514272975575585,0.0544244697920786,0.0576478620228235,0.060651704951405,0.0619279598547365,0.06357041083769,0.0654150876751361,0.0673594312806634,0.069377873104908,0.0712346549479751,NA,NA,NA,NA,NA,NA
"Simul_20",0.0392434566955186,0.0411811812179808,0.0437083281523588,0.0460701618450778,0.0478567380932716,0.0496878051681697,0.0515347430037708,0.0540682218037397,0.0565327139284824,0.059715859821795,0.0630611379258453,0.0661136368573257,0.0671971125468658,0.0685256893856544,0.0699557115089797,0.0716111908865721,0.0732622292656595,NA,NA,NA,NA,NA,NA,NA
"Simul_21",0.0432348109588607,0.0461330723338239,0.0485726405672993,0.0502954420666787,0.052068841787938,0.0539573280448441,0.0563559727930563,0.0597695619753449,0.0620822663541473,0.0652940199539438,0.0685636760414808,0.0715618473172132,0.0724426352000268,0.0734253625864708,0.0746152238657575,0.0758469600555801,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_22",0.0491090959268932,0.051394782743478,0.0528399733471896,0.0545715318900018,0.0563229022960966,0.0589884843203148,0.0620899525684458,0.0657868745604349,0.067831619576916,0.0708233706380395,0.0739354897532467,0.0767656482536776,0.0774052780961105,0.0782419483661237,0.0790709102645572,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_23",0.0537563306963414,0.0548409381028324,0.056556946269612,0.058416129895451,0.0610569080024004,0.0648078719536615,0.0678942486976517,0.0717389676588373,0.0734564834251598,0.0760330967896677,0.078908557281607,0.0814300577492715,0.0820581396738032,0.0826222676042131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_24",0.0559826989802435,0.0580669256878984,0.0601120535880535,0.0632522157181358,0.0669647389386138,0.070960591435952,0.0737826171168947,0.0775502178554322,0.0789499643489384,0.0810159195151262,0.0834454047350983,0.0858958407636866,0.0862618494315588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_25",0.0602152993739431,0.0622898917903392,0.0658037927321883,0.0701749240110791,0.0738151277893028,0.0776288055538661,0.0799180362330683,0.0833859521934462,0.0844528185702497,0.0859087387136757,0.0879996577387483,0.0900665155194217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_26",0.0644224888057192,0.0686835895710258,0.0735588025855094,0.077649707021878,0.080907023534719,0.0841840542122845,0.0859629473327467,0.0888900971193673,0.0895432870207558,0.0907095075330626,0.0921538956969141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_27",0.0729146804063961,0.0780840929326438,0.0820100077280217,0.0853766401258567,0.0879113086775389,0.0904877914184764,0.09173927969463,0.0938550435333672,0.0944495544586929,0.0950987458099754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_28",0.0831600544604523,0.0865183089323516,0.0895092110882289,0.0919927828018023,0.093871257734902,0.0957432919738989,0.096418289323145,0.0981155489356874,0.0983653944891764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_29",0.0898880692303209,0.0927283049302881,0.0949977864207723,0.0968863450884612,0.0982354626606223,0.0993629967946943,0.0999944143278696,0.101007792951024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_30",0.0955927324488669,0.0976108709865404,0.099293701924935,0.100605654713078,0.101305363952989,0.102267671432781,0.102471612126804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_31",0.099662161008796,0.101204219582108,0.102350190064774,0.102920192017595,0.103626864002004,0.104029005578803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_32",0.10277796555026,0.103746630730405,0.104065185100601,0.104793154653394,0.104965762819546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_33",0.104740164265517,0.104740164265517,0.105506457107875,0.105580026111816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_34",0.104740164265517,0.10590952167751,0.105879411774172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_35",0.107105947178536,0.106476778926699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simul_36",0.105822000074576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
